      Texto 1   Texto 2   Texto 3
spi  0.000000  0.301030  0.000000
spl  0.301030  0.477121  0.000000
spo  0.602060  0.477121  0.698970
spr  0.602060  0.301030  0.301030
spu  0.301030  0.301030  0.000000
squ  0.845098  0.477121  0.778151
sra  0.000000  0.301030  0.000000
sre  0.301030  0.000000  0.698970
sro  0.477121  0.301030  0.000000
srt  0.000000  0.301030  0.000000
ssa  0.000000  0.477121  0.000000
sse  0.698970  0.301030  0.301030
ssi  0.477121  0.301030  0.000000
sso  0.000000  0.778151  0.000000
ssu  0.000000  0.301030  0.000000
sta  1.000000  0.954243  0.903090
stb  0.301030  0.000000  0.000000
stc  0.000000  0.000000  0.301030
ste  0.477121  0.845098  0.778151
sti  0.301030  0.778151  0.477121
stl  0.000000  0.301030  0.000000
stn  0.000000  0.000000  0.301030
sto  0.602060  0.477121  0.477121
str  1.041393  0.000000  0.602060
sts  0.000000  0.000000  0.301030
stt  0.000000  0.301030  0.000000
stu  0.477121  0.000000  0.000000
sua  0.301030  0.000000  0.477121
sub  0.000000  0.301030  0.000000
suc  0.301030  0.000000  0.301030
sue  0.301030  0.301030  0.000000
sul  0.000000  0.000000  0.698970
sum  0.000000  0.301030  0.477121
sun  0.000000  0.301030  0.477121
sup  0.301030  0.301030  0.602060
sur  0.301030  0.301030  0.000000
sus  0.698970  0.778151  0.000000
suv  0.301030  0.000000  0.301030
suy  0.000000  0.301030  0.000000
sve  0.000000  0.000000  0.477121
svi  0.000000  0.477121  0.000000
sya  0.000000  0.301030  0.000000
syc  0.000000  0.301030  0.301030
sye  0.000000  0.477121  0.301030
syf  0.000000  0.301030  0.000000
syl  0.301030  0.000000  0.477121
sym  0.477121  0.000000  0.301030
syo  0.477121  0.000000  0.000000
syp  0.301030  0.000000  0.000000
syq  0.000000  0.301030  0.000000
syr  0.000000  0.301030  0.301030
syt  0.301030  0.000000  0.000000
syv  0.301030  0.000000  0.301030
taa  0.477121  0.000000  0.000000
tab  0.698970  0.301030  0.301030
tac  0.000000  0.477121  0.602060
tad  0.477121  0.477121  0.477121
tae  0.000000  0.000000  0.602060
tag  0.301030  0.000000  0.000000
taj  0.000000  0.000000  0.301030
tal  0.477121  0.845098  0.477121
tam  0.602060  0.301030  0.602060
tan  0.903090  0.000000  0.698970
tap  0.000000  0.000000  0.477121
taq  0.301030  0.000000  0.301030
tar  0.301030  0.954243  0.903090
tas  0.602060  0.602060  0.778151
tat  0.000000  0.000000  0.602060
tav  0.301030  0.000000  0.000000
tay  0.301030  0.000000  0.602060
tbu  0.301030  0.000000  0.000000
tco  0.000000  0.000000  0.301030
tcu  0.000000  0.000000  0.477121
tea  0.477121  0.000000  0.301030
tec  0.477121  0.698970  0.000000
ted  0.000000  0.301030  0.000000
tee  0.000000  0.477121  0.602060
teg  0.000000  0.000000  0.477121
tei  0.000000  0.301030  0.000000
tel  0.000000  0.301030  0.301030
tem  0.301030  0.301030  0.301030
ten  0.602060  0.602060  0.778151
teo  0.000000  0.301030  0.301030
tep  0.301030  0.301030  0.301030
teq  0.301030  0.000000  0.000000
ter  0.698970  0.954243  0.301030
tes  0.477121  0.301030  1.000000
tet  0.301030  0.000000  0.602060
teu  0.301030  0.000000  0.000000
tev  0.301030  0.000000  0.301030
tex  0.000000  0.845098  0.845098
tey  0.000000  0.602060  0.000000
tfi  0.000000  0.000000  0.301030
tia  0.301030  0.000000  0.000000
tib  0.000000  0.477121  0.000000
tic  0.301030  0.845098  0.845098
tie  0.301030  0.301030  0.477121
tig  0.698970  0.698970  0.000000
tij  0.000000  0.301030  0.000000
til  0.301030  0.000000  0.000000
tin  0.301030  0.301030  0.301030
tio  0.301030  0.000000  0.000000
tip  0.301030  0.000000  0.301030
tir  0.000000  0.477121  0.000000
tis  0.000000  0.301030  0.301030
tit  0.000000  0.301030  0.000000
tiv  0.000000  0.778151  0.778151
tll  0.000000  0.301030  0.000000
tnd  0.301030  0.000000  0.000000
tne  0.000000  0.000000  0.301030
tnq  0.301030  0.000000  0.000000
toa  0.000000  0.000000  0.845098
toc  0.602060  0.301030  0.301030
tod  0.698970  0.903090  0.698970
toe  0.477121  0.000000  0.000000
toh  0.000000  0.301030  0.000000
tol  0.301030  0.301030  0.301030
tom  0.000000  0.000000  0.301030
ton  0.000000  0.602060  0.301030
too  0.000000  0.301030  0.301030
top  0.477121  0.301030  0.000000
toq  0.301030  0.301030  0.301030
tor  0.301030  0.477121  0.301030
tos  0.903090  0.845098  0.903090
tra  0.903090  1.000000  0.845098
tre  0.698970  0.602060  0.301030
tri  0.477121  0.000000  0.477121
tro  1.176091  0.301030  0.698970
tru  0.000000  0.000000  0.301030
tsi  0.000000  0.000000  0.301030
tti  0.477121  0.301030  0.000000
tud  0.301030  0.301030  0.000000
tun  0.301030  0.000000  0.000000
tur  0.000000  0.301030  0.477121
tus  0.000000  0.477121  0.000000
tuv  0.301030  0.000000  0.000000
tva  0.301030  0.000000  0.000000
uaa  0.000000  0.000000  0.301030
uac  0.000000  0.000000  0.301030
uad  0.301030  0.301030  0.602060
uaj  0.000000  0.301030  0.000000
ual  0.778151  0.000000  0.000000
uan  0.301030  0.602060  0.301030
uar  0.301030  0.000000  0.000000
uat  0.301030  0.000000  0.000000
ubi  0.477121  0.000000  0.000000
ubj  0.000000  0.301030  0.000000
uca  0.477121  0.000000  0.301030
ucc  0.000000  0.000000  0.477121
uce  0.000000  0.000000  0.301030
uch  0.301030  0.000000  0.602060
uci  0.301030  0.000000  0.301030
uco  0.000000  0.000000  0.477121
uct  0.000000  0.000000  0.301030
uda  0.000000  0.000000  0.477121
udd  0.301030  0.301030  0.000000
udi  0.301030  0.000000  0.000000
uea  0.602060  0.477121  0.000000
ueb  0.301030  0.301030  0.301030
uec  0.477121  0.301030  0.000000
ued  0.602060  0.000000  0.602060
uee  0.602060  0.301030  0.778151
uef  0.000000  0.301030  0.000000
ueg  0.000000  0.301030  0.000000
ueh  0.301030  0.301030  0.301030
uei  0.301030  0.301030  0.000000
uel  1.000000  0.698970  0.477121
uem  0.477121  0.301030  0.301030
uen  0.778151  0.698970  0.698970
ueo  0.301030  0.301030  0.000000
uep  0.477121  0.477121  0.602060
ueq  0.000000  0.000000  0.301030
uer  0.778151  0.602060  0.477121
ues  0.954243  0.602060  0.301030
uet  0.477121  0.000000  0.602060
ueu  0.000000  0.301030  0.000000
uev  0.477121  0.301030  0.000000
uga  0.301030  0.301030  0.000000
uie  0.301030  0.000000  0.903090
uin  0.301030  0.000000  0.000000
uir  0.301030  0.000000  0.602060
uis  0.301030  0.000000  0.000000
uit  0.301030  0.301030  0.000000
uiz  0.000000  0.000000  0.301030
uje  0.301030  0.000000  0.000000
uji  0.000000  0.301030  0.000000
ula  0.477121  0.477121  0.000000
ulc  0.000000  0.000000  0.477121
ule  0.000000  0.301030  0.000000
uli  0.000000  0.000000  0.602060
ulo  0.602060  0.301030  0.477121
ult  0.000000  0.000000  0.301030
uma  0.301030  0.477121  0.000000
ume  0.000000  0.477121  0.954243
umi  0.000000  0.000000  0.301030
umo  0.301030  0.000000  0.301030
una  0.698970  0.778151  1.204120
unc  0.477121  0.477121  0.000000
und  0.602060  0.000000  0.000000
ung  0.301030  0.000000  0.000000
uni  0.301030  0.000000  0.000000
unl  0.000000  0.000000  0.477121
uno  0.698970  0.000000  0.301030
unp  0.000000  0.477121  0.000000
unr  0.301030  0.301030  0.000000
uns  0.301030  0.000000  0.000000
unt  0.698970  0.477121  0.602060
uom  0.477121  0.000000  0.000000
uos  0.301030  0.000000  0.000000
upa  0.000000  0.000000  0.477121
upe  0.301030  0.000000  0.000000
upl  0.000000  0.000000  0.301030
upr  0.000000  0.301030  0.000000
ura  0.301030  0.602060  0.602060
uro  0.000000  0.301030  0.000000
urs  0.000000  0.301030  0.301030
uru  0.301030  0.000000  0.000000
usa  0.000000  0.301030  0.301030
usc  0.000000  0.301030  0.301030
usd  0.301030  0.000000  0.000000
use  0.301030  0.301030  0.000000
usf  0.000000  0.301030  0.000000
ush  0.301030  0.301030  0.000000
usi  0.301030  0.477121  0.000000
uso  0.000000  0.000000  0.301030
usp  0.301030  0.000000  0.000000
ust  0.301030  0.000000  0.000000
uta  0.000000  0.000000  0.698970
utr  0.301030  0.000000  0.301030
uva  0.000000  0.000000  0.301030
uvo  0.477121  0.000000  0.000000
uxi  0.301030  0.000000  0.000000
uyb  0.000000  0.301030  0.000000
uyd  0.000000  0.000000  0.301030
uye  0.000000  0.000000  0.301030
uyo  0.000000  0.301030  0.000000
vac  0.477121  0.000000  0.000000
vad  0.000000  0.301030  0.000000
vae  0.000000  0.000000  0.301030
val  0.000000  0.000000  0.477121
vam  0.000000  0.301030  0.000000
van  0.000000  0.301030  0.000000
var  0.000000  0.301030  0.301030
vas  0.301030  0.000000  0.301030
vav  0.301030  0.000000  0.000000
vay  0.000000  0.301030  0.000000
vee  0.000000  0.000000  0.301030
veg  0.000000  0.000000  0.477121
vei  0.000000  0.000000  0.301030
vel  0.000000  0.000000  0.301030
vem  0.301030  0.000000  0.000000
ven  0.301030  0.000000  0.477121
ver  0.903090  0.477121  0.000000
ves  0.477121  0.000000  0.000000
vez  0.477121  0.477121  0.000000
via  0.477121  0.000000  0.301030
vid  0.000000  0.698970  0.000000
vie  0.301030  0.000000  0.000000
vil  0.000000  0.301030  0.000000
vis  0.000000  0.698970  0.301030
vit  0.000000  0.000000  0.602060
viv  0.000000  0.301030  0.000000
vla  0.301030  0.000000  0.000000
voc  0.000000  0.301030  0.301030
voe  0.000000  0.301030  0.301030
vol  0.778151  0.301030  0.000000
vom  0.000000  0.301030  0.000000
von  0.000000  0.301030  0.000000
voq  0.301030  0.000000  0.000000
vor  0.000000  0.301030  0.301030
vos  0.000000  0.301030  0.301030
vou  0.000000  0.301030  0.000000
voz  0.301030  0.000000  0.000000
vsd  0.000000  0.000000  0.301030
vul  0.301030  0.000000  0.000000
wns  0.000000  0.301030  0.000000
xas  0.000000  0.301030  0.000000
xcu  0.000000  0.301030  0.000000
xic  0.000000  0.477121  0.000000
xil  0.301030  0.000000  0.000000
xim  0.301030  0.000000  0.000000
xis  0.000000  0.301030  0.000000
xme  0.301030  0.000000  0.000000
xpe  0.000000  0.000000  0.301030
xpl  0.000000  0.000000  0.477121
xpo  0.000000  0.000000  0.698970
xto  0.000000  0.778151  0.845098
yac  0.301030  0.301030  0.000000
yae  0.000000  0.477121  0.000000
yag  0.000000  0.000000  0.301030
yal  0.301030  0.301030  0.000000
yan  0.000000  0.602060  0.000000
yaq  0.000000  0.301030  0.000000
yar  0.000000  0.301030  0.301030
yau  0.301030  0.000000  0.000000
yaz  0.000000  0.301030  0.000000
ybe  0.000000  0.301030  0.000000
yca  0.301030  0.301030  0.000000
yco  0.000000  0.000000  0.602060
ycu  0.301030  0.000000  0.000000
yde  0.000000  0.000000  0.477121
ydi  0.000000  0.000000  0.477121
ydu  0.000000  0.000000  0.301030
yel  0.000000  0.301030  0.477121
yen  0.301030  0.301030  0.602060
yer  0.477121  0.301030  0.000000
yes  0.000000  0.301030  0.000000
yfl  0.000000  0.301030  0.000000
yla  0.477121  0.301030  0.301030
ylo  0.000000  0.000000  0.301030
yma  0.301030  0.000000  0.000000
yme  0.301030  0.000000  0.000000
yms  0.301030  0.000000  0.000000
ymu  0.000000  0.000000  0.301030
yni  0.301030  0.000000  0.000000
yno  0.477121  0.000000  0.000000
ynu  0.000000  0.301030  0.000000
yob  0.301030  0.000000  0.000000
yod  0.301030  0.000000  0.000000
yoh  0.301030  0.000000  0.000000
yom  0.301030  0.000000  0.000000
yos  0.000000  0.301030  0.000000
yot  0.301030  0.000000  0.000000
yoy  0.301030  0.000000  0.000000
ypo  0.301030  0.000000  0.477121
yqu  0.301030  0.301030  0.000000
yra  0.000000  0.301030  0.000000
yre  0.000000  0.301030  0.301030
yse  0.301030  0.000000  0.000000
ysi  0.301030  0.000000  0.301030
yti  0.301030  0.000000  0.000000
ytr  0.000000  0.000000  0.301030
yve  0.301030  0.000000  0.301030
yvo  0.301030  0.000000  0.000000
zad  0.000000  0.301030  0.000000
zae  0.000000  0.301030  0.000000
zag  0.301030  0.000000  0.000000
zal  0.301030  0.000000  0.000000
zas  0.000000  0.301030  0.000000
zat  0.000000  0.301030  0.000000
zca  0.301030  0.000000  0.778151
zcu  0.000000  0.000000  0.301030
zde  0.000000  0.301030  0.000000
zdo  0.000000  0.301030  0.000000
zel  0.000000  0.000000  0.301030
zen  0.000000  0.301030  0.000000
zes  0.301030  0.000000  0.000000
zex  0.000000  0.000000  0.301030
zla  0.000000  0.000000  0.301030
znp  0.000000  0.301030  0.000000
zoc  0.000000  0.301030  0.000000
zos  0.301030  0.000000  0.000000
zpi  0.301030  0.000000  0.000000
zqu  0.000000  0.301030  0.000000
zse  0.301030  0.000000  0.000000
zuc  0.000000  0.000000  0.301030
zul  0.000000  0.301030  0.000000
zva  0.000000  0.301030  0.000000
